Reaction_ID,Reaction_name,Subsystem
FUCFUC12GAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
FUCFUC12GAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
FUCFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
FUCFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
FUCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
FUCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
FUCGALFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
FUCGALFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
FUCGALGBSIDEte,Transport of Fucosyl Galactosylgloboside,"Transport, extracellular"
FUCGALGBSIDEtg,Fucgalgbside hs intracellular transport,"Transport, golgi apparatus"
FUCtly,L-fucose efflux from lysosome,"Transport, lysosomal"
FUMAC,Fumarylacetoacetase,Tyrosine metabolism
FUMm,Fumarase  mitochondrial,Citric acid cycle
FUMSO3tm,"Fumarate:sulfite antiport, mitochondrial","Transport, mitochondrial"
FUMSO4tm,"Fumarate:sulfate antiport, mitochondrial","Transport, mitochondrial"
FUMtm,"Fumarate transport, mitochondrial","Transport, mitochondrial"
FUMTSULtm,"Fumarate:thiosulfate antiport, mitochondrial","Transport, mitochondrial"
FUT11g,Galactoside 2-alpha-L-fucosyltransferase 1,Sphingolipid metabolism
FUT12g,Galactoside 2-alpha-L-fucosyltransferase 1,Blood group synthesis
FUT14g,Galactoside 2-alpha-L-fucosyltransferase 1,Blood group synthesis
FUT15g,Galactoside 2-alpha-L-fucosyltransferase 1,Blood group synthesis
FUT16g,Galactoside 2-alpha-L-fucosyltransferase 1,Blood group synthesis
FUT17g,Galactoside 2-alpha-L-fucosyltransferase 1,Blood group synthesis
FUT18g,Galactoside 2-alpha-L-fucosyltransferase 1,Blood group synthesis
FUT32g,"Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",Blood group synthesis
FUT33g,"Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",Blood group synthesis
FUT34g,"Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",Blood group synthesis
FUT35g,"Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",Blood group synthesis
FUT910g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT911g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT91g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT92g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT93g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT94g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT95g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT96g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT97g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT98g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
FUT99g,"Alpha-(1,3)-fucosyltransferase",Blood group synthesis
G14T18g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G14T19g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G14T20g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G14T21g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G14T2g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G14T3g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G14T4g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G14T5g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis
G3PD2m,"Glycerol-3-phosphate dehydrogenase (FAD), mitochondrial",Glycolysis/gluconeogenesis
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,Arginine and proline metabolism
G5SDym,"Glutamate-5-semialdehyde dehydrogenase, mitochondria",Urea cycle
G6PDH1er,"Glucose-6-phosphate dehydrogenase, endoplasmic reticulum",Pentose phosphate pathway
G6PDH2er,Glucose 6 phosphate dehydrogenase  endoplasmic reticulum,Pentose phosphate pathway
G6PPer,"Glucose-6-phosphate phosphatase, edoplasmic reticular",Glycolysis/gluconeogenesis
G6Pter,Glucose 6 phosphate endoplasmic reticular transport via diffusion,"Transport, endoplasmic reticular"
GABAVESSEC_1,GABA Secretion via Secretory Vesicle (ATP Driven),"Transport, extracellular"
GACMTRc,Guanidinoacetate N-methyltransferase (c),Urea cycle
GACPAILter,Glucosaminyl-acylphosphatidylinositol ER flippase,"Transport, endoplasmic reticular"
GAL3ST11,Galactosylceramide sulfotransferase,Sphingolipid metabolism
GAL3ST12,Galactosylceramide sulfotransferase,Sphingolipid metabolism
GALACGLCGALGBSIDEte,Transport of Gal-GlcNac-Gal Globoside,"Transport, extracellular"
GALACGLCGALGBSIDEtg,Galacglcgalgbside hs intracellular transport,"Transport, golgi apparatus"
GALASE10ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE11ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE12ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE13ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE14ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE15ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE16ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE17ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE18ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE19ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE1ly,"Beta-galactosidase, lysosomal",N-glycan degradation
GALASE20ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE3ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE4ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE5ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE6ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE7ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE8ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALASE9ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation
GALC,Galactocerebrosidase,Sphingolipid metabolism
GALFUC12GAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
GALFUC12GAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, extracellular"
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, golgi apparatus"
GALGALGALTHCRMte,Transport of Gal-Gal-Gal-Gal-Gal-Glc-Cer ,"Transport, extracellular"
GALGALGALTHCRMtg,Galgalgalthcrm hs intracellular transport,"Transport, golgi apparatus"
GALGLUSIDEtg,Galgluside hs intracellular transport,"Transport, golgi apparatus"
GALGLUSIDEtl,Galgluside hs intracellular transport,"Transport, lysosomal"
GALGT1,"Beta-1,4 N-acetylgalactosaminyltransferase",Sphingolipid metabolism
GALGT2,"Beta-1,4 N-acetylgalactosaminyltransferase",Sphingolipid metabolism
GALGT3,"Beta-1,4 N-acetylgalactosaminyltransferase",Sphingolipid metabolism
GALGT4,"Beta-1,4 N-acetylgalactosaminyltransferase",Sphingolipid metabolism
GALNACT1g,"UDPGal-chondroitin acetylgalactosaminyltransferase I, Golgi",Chondroitin synthesis
GALNACT2g,"Uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi",Chondroitin synthesis
GALNACT3g,"Uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi",Chondroitin synthesis
GALNACT4g,"Uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi",Chondroitin synthesis
GALNACT5g,"Uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi",Chondroitin synthesis
GALNTg,"GalNAc transferase, Golgi apparatus",O-glycan metabolism
GALOR,D-Galactose:NADP+ 1-oxidoreductase,Galactose metabolism
GALSIDEtg,Galactocerebroside intracellular transport,"Transport, golgi apparatus"
GALSIDEtl,Galactocerebroside intracellular transport,"Transport, lysosomal"
GALt1r,Galactose transport (uniport),"Transport, extracellular"
GALT2g,"UDP-D-galactose:galactosylxylose galactosyltransferase, Golgi apparatus",Chondroitin synthesis
GALTg,"UDP-D-galactose:D-xylose galactosyltransferase, Golgi apparatus",Chondroitin synthesis
GALtly,Galactose efflux from lysosome,"Transport, lysosomal"
GAMt1r,Glucosamine transport (uniport),"Transport, extracellular"
GAMYe,"Glucoamylase, extracellular (glygn5 -> malt)",Starch and sucrose metabolism
GAO1,Ganglioside O-acetylation,Sphingolipid metabolism
GAO1g,Ganglioside O-acetylation,Sphingolipid metabolism
GAO2,Ganglioside O-acetylation,Sphingolipid metabolism
GAO2g,Ganglioside O-acetylation,Sphingolipid metabolism
GARFT,Phosphoribosylglycinamide formyltransferase,Purine synthesis
GASNASE2ly,"Glycosylasparaginase, lysosomal",N-glycan degradation
GASNASE3ly,"Glycosylasparaginase, lysosomal",Keratan sulfate degradation
GASNASEly,"Glycosylasparaginase, lysosomal",N-glycan degradation
GBA,Glucosylceramidase,Sphingolipid metabolism
GBAl,Glucosylceramidase,Sphingolipid metabolism
GBGT1,"Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1",Sphingolipid metabolism
GBSIDEte,Globoside transport,"Transport, extracellular"
GBSIDEtl,Globoside intracellular transport,"Transport, lysosomal"
GCALDDm,"Glycolaldehyde dehydrogenase, mitochondrial",Glyoxylate and dicarboxylate metabolism
GCC2am,Glycine cleavage complex  lipoamide   mitochondrial,"Glycine, serine, alanine, and threonine metabolism"
GCC2bim,Glycine cleavage system  lipoamide  irreversible  mitochondrial,"Glycine, serine, alanine, and threonine metabolism"
GCC2cm,Glycine cleavage complex  lipoamide   mitochondrial,"Glycine, serine, alanine, and threonine metabolism"
GCCam,Glycine cleavage complex  lipoylprotein   mitochondrial,"Glycine, serine, alanine, and threonine metabolism"
GCCbim,Glycine cleavage complex  lipoylprotein  irreversible  mitochondrial,"Glycine, serine, alanine, and threonine metabolism"
GCCcm,Glycine cleavage complex  lipoylprotein   mitochondrial,"Glycine, serine, alanine, and threonine metabolism"
GCHOLAt,Glycocholate transport via bicarbonate countertransport,"Transport, extracellular"
GCHOLAt2,Glycocholate transport via sodium cotransport,"Transport, extracellular"
GCHOLAte,Bile acid intracellular transport,"Transport, extracellular"
GCHOLAtx,Bile acid intracellular transport,"Transport, peroxisomal"
GCNTg,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",Blood group synthesis
GD1B2te,Gd1b2 hs transport,"Transport, extracellular"
GD1B2tg,Gd1b2 hs intracellular transport,"Transport, golgi apparatus"
GD1Cte,Gd1c hs  transport,"Transport, extracellular"
GD1Ctg,Gd1c hs  intracellular transport,"Transport, golgi apparatus"
GDPFUCtg,GDPFuc Golgi transport via CMP antiport,"Transport, golgi apparatus"
GDPtg,GDP intracellular transport,"Transport, golgi apparatus"
GFUCS,GDP-L-fucose synthase,Fructose and mannose metabolism
GGH_10FTHF5GLUe,"Gamma-glutamyl hydrolase (10FTHF5GLU), extracellular",Folate metabolism
GGH_10FTHF5GLUl,"Gamma-glutamyl hydrolase (10FTHF5GLU), lysosomal",Folate metabolism
GGH_10FTHF6GLUe,"Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular",Folate metabolism
GGH_10FTHF6GLUl,"Gamma-glutamyl hydrolase (10FTHF6GLU), lysosomal",Folate metabolism
GGH_10FTHF7GLUe,"Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular",Folate metabolism
GGH_10FTHF7GLUl,"Gamma-glutamyl hydrolase (10FTHF7GLU), lysosomal",Folate metabolism
GGH_5DHFe,"Gamma-glutamyl hydrolase (5DHF), extracellular",Folate metabolism
GGH_5DHFl,"Gamma-glutamyl hydrolase (5DHF), lysosomal",Folate metabolism
GGH_5THFe,"Gamma-glutamyl hydrolase (5THF), extracellular",Folate metabolism
GGH_5THFl,"Gamma-glutamyl hydrolase (5THF), lysosomal",Folate metabolism
GGH_6DHFe,"Gamma-glutamyl hydrolase (6DHF), extracellular",Folate metabolism
GGH_6DHFl,"Gamma-glutamyl hydrolase (6DHF), lysosomal",Folate metabolism
GGH_6THFe,"Gamma-glutamyl hydrolase (6THF), extracellular",Folate metabolism
GGH_6THFl,"Gamma-glutamyl hydrolase (6THF), lysosomal",Folate metabolism
GGH_7DHFe,"Gamma-glutamyl hydrolase (7DHF), extracellular",Folate metabolism
GGH_7DHFl,"Gamma-glutamyl hydrolase (7DHF), lysosomal",Folate metabolism
GGH_7THFe,"Gamma-glutamyl hydrolase (7THF), extracellular",Folate metabolism
GGH_7THFl,"Gamma-glutamyl hydrolase (7THF), lysosomal",Folate metabolism
GGLUCT,Gamma-glutamylcyclotransferase,Glutathione metabolism
GGNG,Glycogenin self-glucosylation,Starch and sucrose metabolism
GGT_L,Geranylgeranyltransferase (liver),N-glycan synthesis
GGT5r,Gamma-glutamyltransferase 5,Eicosanoid metabolism
GGT6,Gamma-glutamyltransferase,Eicosanoid metabolism
GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,"Glycine, serine, alanine, and threonine metabolism"
GHMT3,Glycine hydroxymethyltransferase,Lysine metabolism
GLACO,D-Glucuronolactone:NAD+ oxidoreductase,Vitamin C metabolism
GLACter,"D-glucurono-6,3-lactone transport, endoplasmic reticulum","Transport, endoplasmic reticular"
GLAl,"Galactosidase, alpha",Sphingolipid metabolism
GLB1,Beta-galactosidase,Sphingolipid metabolism
GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2)",Starch and sucrose metabolism
GLCAASE1ly,"Beta-glucuronidase, lysosomal",Heparan sulfate degradation
GLCAASE4ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation
GLCAASE5ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation
GLCAASE6ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation
GLCAASE7ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation
GLCAASE8ly,"Beta-glucuronidase, lysosomal",Hyaluronan metabolism
GLCAASE9ly,"Beta-glucuronidase, lysosomal",Hyaluronan metabolism
GLCAE1g,Chondroitin-glucuronate 5-epimerase,Chondroitin synthesis
GLCAE2g,Heparosan-N-sulfate-glucuronate 5-epimerase,Chondroitin synthesis
GLCAT2g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin synthesis
GLCAT3g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin synthesis
GLCAT4g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin synthesis
GLCAT5g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin synthesis
GLCAT6g,Heparan glucuronyltransferase II,Chondroitin synthesis
GLCAT7g,Heparan glucuronyltransferase II,Chondroitin synthesis
GLCAT8g,Heparan glucuronyltransferase II,Chondroitin synthesis
GLCAT9g,Heparan glucuronyltransferase II,Chondroitin synthesis
GLCATg,"UDP-D-glucuronate:galactosylgalactosylxylose glucuronosyltransferase, Golgi apparatus",Chondroitin synthesis
GLCMter,Glucose transport via membrane vesicle,"Transport, extracellular"
GLCNACASE1ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation
GLCNACASE2ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation
GLCNACASE3ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation
GLCNACASE4ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation
GLCNACASE5ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation
GLCNACDASg,GlcNAc N-deacetylase / N-sulfotransferase,Chondroitin synthesis
GLCNACT1g,"Alpha-N-acetylglucosaminyltransferase I, Golgi apparatus",Chondroitin synthesis
GLCNACT2g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin synthesis
GLCNACT3g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin synthesis
GLCNACT4g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin synthesis
GLCNACT5g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin synthesis
GLCt1,Glucose transport  uniport ,"Transport, extracellular"
GLCt2_2,D-glucose transport in via proton symport,"Transport, extracellular"
GLCter,"Glucose transport, endoplasmic reticulum","Transport, endoplasmic reticular"
GLCtg,"Glucose transport, Golgi apparatus","Transport, golgi apparatus"
GLCtly,Glucose efflux from lysosome,"Transport, lysosomal"
GLCURter,Glucuronate endoplasmic reticular transport,"Transport, endoplasmic reticular"
GLCURtly,Glucuronate transport into lysososme,"Transport, lysosomal"
GLDBRAN,Glycogen debranching enzyme,Starch and sucrose metabolism
GLGNS1,Glycogen synthase (ggn -> glygn1),Starch and sucrose metabolism
GLNALANaEx,L-alanine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, extracellular"
GLNASNNaEx,L-glutamine/L-asparagine Na-dependent exchange (Gln-L in),"Transport, extracellular"
GLNCYSNaEx,L-cysteine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, extracellular"
GLNLASEer,"Gluconolactonase, endoplasmic reticulum",Vitamin C metabolism
GLNSERNaEx,L-serine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, extracellular"
GLNTHRNaEx,L-threonine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, extracellular"
GLNtm,L-glutamine transport via electroneutral transporter,"Transport, mitochondrial"
GLNtN1,"Glutamine transport (Na, H coupled)","Transport, extracellular"
GLPASE1,Glycogen phosphorylase (glygn2 -> dxtrn),Starch and sucrose metabolism
GLPASE2,Glycogen phosphorylase (amyls -> glc-D),Starch and sucrose metabolism
GLRASE,Glucuronolactone reductase,Vitamin C metabolism
GLU5Km,Glutamate 5-kinase (m),Urea cycle
GLUCYS,Gamma-glutamylcysteine synthetase,Glutathione metabolism
GLUDC,Glutamate Decarboxylase,Glutamate metabolism
GDHm,"Glutamate dehydrogenase, mitochondria",Glutamate metabolism
GLUDym,"Glutamate dehydrogenase (NADP), mitochondrial",Glutamate metabolism
GluForTx,Formimidoyltransferase cyclodeaminase,Histidine metabolism
GLUNm,Glutaminase (mitochondrial),Glutamate metabolism
GLUt2m,"Amino acid transporter (glu-L), mitochondrial","Transport, mitochondrial"
GLUt6,"Glutamate transport via Na, H symport and K antiport","Transport, extracellular"
GLUt7l,"Glutamate transport, lysosomal","Transport, lysosomal"
GLUTCOADHm,Glutaryl-CoA dehydrogenase (mitochondria),Tryptophan metabolism
GLUtr,Intracellular transport,"Transport, endoplasmic reticular"
GLUVESSEC,L-glutamate secretion via secretory vesicle (ATP driven),"Transport, extracellular"
GLXO2p,"Glyoxylate oxidase, peroxisomal",Glyoxylate and dicarboxylate metabolism
